paper,score
Infinite-Dimensional Kalman Filtering Approach to Spatio-Temporal Gaussian Process Regression.,0.24156814427140158
Follow-the-Regularized-Leader and Mirror Descent: Equivalence Theorems and L1 Regularization.,0.24153128309684863
Active Learning with Clustering.,0.24148111299742478
Krylov Subspace Descent for Deep Learning.,0.2413848067362466
Random Design Analysis of Ridge Regression.,0.24129076303888297
Content-based Image Retrieval with Multinomial Relevance Feedback.,0.24048674530435005
A Duality Between Ω-categories and Algebraic Ω-categories.,0.24009560508343747
Fast b-matching via Sufficient Selection Belief Propagation.,0.23992106350756381
"Discussion of ""Spectral Dimensionality Reduction via Maximum Entropy"".",0.2398243043812754
Dirichlet is Natural.,0.23980703588146424
AnaDroid: Malware Analysis of Android with User-supplied Predicates.,0.23962986460710325
A Hybrid Neural Network-Latent Topic Model.,0.23927889096925814
Stochastic Semi-supervised Learning.,0.23925365522026468
A Symbolic Model for Timed Concurrent Constraint Programming.,0.23920068268788525
Exploring Users' Preferences in a Fuzzy Setting.,0.23872910351853177
Evolution of a Model-driven Process Framework.,0.23867091628860568
Unsafe Floating-point to Unsigned Integer Casting Check for GPU Programs.,0.23861765396972678
A Geometric View of Partial Order Reduction.,0.23858662042728404
Logical Relations and Parametricity - A Reynolds Programme for Category Theory and Programming Languages.,0.23858129816873974
Dualizing Clones as Models of Lawvere Theories.,0.23856459267276361
Errata: Heat exchanger network cleaning scheduling: From optimal control to mixed-integer decision making.,0.23842572599147785
Bayesian Quadrature for Ratios.,0.2382774888002927
Spectral Clustering on a Budget.,0.23824097542601236
Mathematical Two-compartment Model of Human Cholesterol Transport in Application to High Blood Cholesterol Diagnosis and Treatment.,0.2381793255505632
Yahoo! Learning to Rank Challenge Overview.,0.23783012261884856
Near Distributive Laws.,0.23756526606715742
Sequential Algorithms for Unbounded Nondeterminism.,0.2373259116803195
A Single Proof of Classical Behaviour in da Costa's C,0.2373106943546095
Matching Pursuit Kernel Fisher Discriminant Analysis.,0.23729051113192282
Hierarchical Convex NMF for Clustering Massive Data.,0.23724281810607814
"Informational Semantics, Non-Deterministic Matrices and Feasible Deduction.",0.23723678441191653
Sparsity Regret Bounds for Individual Sequences in Online Linear Regression.,0.236863592237663
When crowds hold privileges: Bayesian unsupervised representation learning with oracle constraints.,0.23683870750989477
Modeling and Verification of CAN Bus with Application Layer using UPPAAL.,0.23682582764193869
Accurate Ensembles for Data Streams: Combining Restricted Hoeffding Trees using Stacking.,0.2368041419241795
Time-inhomogeneous Population Models of a Cycle-Stealing Distributed System.,0.2367223375496612
Group Nonnegative Matrix Factorization for EEG Classification.,0.23658963411114975
An Algorithm for the Identification of Components in Biochemical Pathways.,0.23625969845300787
Formalized Meta-Theory of Sequent Calculi for Substructural Logics.,0.2362508379697787
Multi-armed Bandit Problems with History.,0.23618958712494875
Dedication.,0.2360411134496265
Structured Sparse Principal Component Analysis.,0.23598822877179515
Parametric Herding.,0.23551065743730643
"Automatic, Model-Based Software Performance Improvement for Component-based Software Designs.",0.23548538366058455
"Collaborative Filtering with the Trace Norm: Learning, Bounding, and Transducing.",0.2354502144016274
On the Flora of Asynchronous Locally Non-monotonic Boolean Automata Networks.,0.2352242548628468
Double-spend Attack Models with Time Advantange for Bitcoin.,0.23510815703727772
Factorisation Systems for Logical Relations and Monadic Lifting in Type-and-effect System Semantics.,0.23472020524343426
A Bayesian Analysis of the Radioactive Releases of Fukushima.,0.23438192838386063
Multivariate Normal Approximation for the Stochastic Simulation Algorithm: Limit Theorem and Applications.,0.2342847097138725
Towards Resolution-based Reasoning for Connected Logics.,0.23392760179219016
Finitary Higher Inductive Types in the Groupoid Model.,0.23386784300937105
Towards Compositional Graph Theory.,0.23374841289786866
On Grainless Footprint Semantics for Shared-memory Programs.,0.23341520017688783
Comparative Analysis of Performance and Quality of Prediction Between ESS and ESS-IM.,0.23332510386066743
Freyd categories are Enriched Lawvere Theories.,0.23330091649518206
A Family of Graded Epistemic Logics.,0.23327597432105962
Fuzzy Grammar-based Prediction of Amyloidogenic Regions.,0.23325778120104576
Quasicontinuous Domains and the Smyth Powerdomain.,0.23268365636113394
Exploiting Probabilistic Independence for Permutations.,0.23268274726188742
An Automated Approach to Cloud Performance Benchmarking.,0.23260787323289026
Test Scenario Generation from Natural Language Requirements Descriptions based on Petri-Nets.,0.23243712057530908
Variational Relevance Vector Machine for Tabular Data.,0.23231719808342466
Feature Selection for Text Classification Based on Gini Coefficient of Inequality.,0.23230669954753358
GPU Asynchronous Stochastic Gradient Descent to Speed Up Neural Network Training.,0.23218129871514873
Winning The Transfer Learning Track of Yahoo!'s Learning To Rank Challenge with YetiRank.,0.2320920092047057
Cross-Domain Object Matching with Model Selection.,0.23203818831568568
Adaptive Metropolis with Online Relabeling.,0.23186396361378228
Observationally-induced Algebras in Domain Theory.,0.23157731685912342
Statistical test for consistent estimation of causal effects in linear non-Gaussian models.,0.23146633599092073
A Model to Guide Dynamic Adaptation Planning in Self-Adaptive Systems.,0.2313033133365557
Energy-efficient Checkpointing in High-throughput Cycle-stealing Distributed Systems.,0.2311821954672102
Visualization of Online Discussion Forums.,0.23106723341901472
Supervised Spectral Latent Variable Models.,0.23094757190023715
A Certifying Square Root and Division Elimination.,0.2308188025270117
Iteration and Labelled Iteration.,0.230744816678843
Extending Propositional Dynamic Logic for Petri Nets.,0.230592546704209
Stochastic Bandit Based on Empirical Moments.,0.23056271476291973
PAC-Bayes Analysis Of Maximum Entropy Classification.,0.2304234323507043
Multiclass Learnability and the ERM principle.,0.23017601507488625
Learned versus Hand-Designed Feature Representations for 3d Agglomeration.,0.23007833246453857
Stochastic-based Semantics Of Attack-Defense Trees For Security Assessment.,0.22996126603887324
Factorized Asymptotic Bayesian Inference for Mixture Modeling.,0.2298445782826946
Dimensionality Reduction for Spectral Clustering.,0.22975945536986378
On Paraconsistent Extensions of C,0.22974861350671266
Online Learning: Beyond Regret.,0.22967398308198103
Towards a Notion of Lambda Monoid.,0.2294262760837108
FJQuantum - A Quantum Object Oriented Language.,0.2291983733991737
Validation of Automatic Vehicle Location Data in Public Transport Systems.,0.2289880165723463
Lifted Linear Programming.,0.2289141911283947
Deterministic Annealing for Semi-Supervised Structured Output Learning.,0.2287287924859893
Relative Entropy Inverse Reinforcement Learning.,0.22862910328704059
On Graphs for Intuitionistic Modal Logics.,0.22843383454912544
A novel greedy algorithm for Nyström approximation.,0.22839930256534474
Model Merging versus Model Splitting Context-Free Grammar Induction.,0.22830982978008094
How Many Times do We Need an Assumption to Prove a Tautology in Minimal Logic? Examples on the Compression Power of Classical Reasoning.,0.2282418644444883
JIT-Based Cost Analysis for Dynamic Program Transformations.,0.2282275439303671
Minimum Conditional Entropy Clustering: A Discriminative Framework for Clustering.,0.2281542659706567
Semi-Supervised Learning via Generalized Maximum Entropy.,0.2281087972772477
Reversible Jump MCMC for Non-Negative Matrix Factorization.,0.22796373450657814
Fibrational Modal Type Theory.,0.2278956351527998
TopicFlow Model: Unsupervised Learning of Topic-specific Influences of Hyperlinked Documents.,0.22777377956359768
The Expressiveness of CSP With Priority.,0.2277647154575017
Fast Variational Mode-Seeking.,0.22769372223182063
jHoles: A Tool for Understanding Biological Complex Networks via Clique Weight Rank Persistent Homology.,0.22759519063177322
MASTERS: A General Sequence-based MultiAgent System for Protein TERtiary Structure Prediction.,0.22750487750866447
Method to Identify Corrections of Defects on Product Line Models.,0.22700076081633422
Facilitating Authentic Reasoning About Complex Systems in Middle School Science Education.,0.22696556576315438
A Denotational Semantics for SPARC TSO.,0.22693437885955656
Canonical HybridLF: Extending Hybrid with Dependent Types.,0.22684012947190613
Characterizing Consistent Smyth Powerdomains by FS-∧,0.22679325979789594
Natural Number Objects in Dialectica Categories.,0.2266792567713108
Symbolic Input-Output Conformance Checking for Model-Based Mutation Testing.,0.2264949158258751
A Formal Framework for Hybrid Event B.,0.2264797527932887
Modality via Iterated Enrichment.,0.22621827809397319
Clustering: Science or Art?,0.22615800353797172
Clones with Nullary Operations.,0.22586649670389253
Finite-sample Analysis of Bellman Residual Minimization.,0.225842516168441
Adequacy and Complete Axiomatization for Timed Modal Logic.,0.22582412046845682
Formal Contexts for Algebraic Domains.,0.22577348895994337
Bounded Model Checking of Traffic Light Control System.,0.22558926043039404
Software Architecture for Document Anonymization.,0.2254556510196764
Auxiliary Image Regularization for Deep CNNs with Noisy Labels.,0.22540303557610983
Normalization of N-Graphs via Sub-N-Graphs.,0.2253388938436669
Exploiting Parallelism in Coalgebraic Logic Programming.,0.22521120582089285
Simultaneous optimization and heat integration of the coal-to-SNG process with a branched heat recovery steam cycle.,0.22511325700483656
Information Theoretical Clustering via Semidefinite Programming.,0.22503190857728775
Under-approximation of Reachability in Multivalued Asynchronous Networks.,0.22487219722750354
Countably Sober Spaces.,0.22487094532102267
Exploration-exploitation Trade-off in a Treasure Hunting Game.,0.22457688427247255
Spectral Chinese Restaurant Processes: Nonparametric Clustering Based on Similarities.,0.2245049401925093
Visual Impairment Simulator Based on the Hadamard Product.,0.22434683791033655
Formalisation in Constructive Type Theory of Stoughton's Substitution for the Lambda Calculus.,0.22424131224191526
Software Watermarking: A Semantics-based Approach.,0.22402624288761738
Comparing classification methods for predicting distance students' performance.,0.22378661967920085
Open Problem: Learning Dynamic Network Models from a Static Snapshot.,0.22378109640502752
Obtaining Optimal Thresholds for Processors with Speed-Scaling.,0.22376170778037943
A Predicate/State Transformer Semantics for Bayesian Learning.,0.2236302235139464
A Categorical Characterization of Relative Entropy on Standard Borel Spaces.,0.22357743089681456
Probabilistic Logic over Paths.,0.22356376796722108
"An Unsupervised Approach for Combining Scores of Outlier Detection Techniques, Based on Similarity Measures.",0.22354303307853104
"If, not when.",0.22337446463190713
On the effect of price policies in the design of formulated products.,0.22333815886559485
A Unified Procedure for Provability and Counter-Model Generation in Minimal Implicational Logic.,0.2232699093600253
A Note on Distances between Probabilistic and Quantum distributions.,0.2232291742309977
Rational Operational Models.,0.22265064490044903
Graphlet decomposition of a weighted network.,0.2222884316457216
Cartesian Integral Categories and Contextual Integral Categories.,0.222237882843209
High-Rank Matrix Completion.,0.22202134996012993
Cumulative Restricted Boltzmann Machines for Ordinal Matrix Data Analysis.,0.2219713045635113
Quilting Stochastic Kronecker Product Graphs to Generate Multiplicative Attribute Graphs.,0.22197024787871406
Modeling and Verification of RBC Handover Protocol.,0.22195644280906093
Correcting Gene Trees by Leaf Insertions: Complexity and Approximation.,0.22184688795643373
Experimental Evaluation of Numerical Domains for Inferring Ranges.,0.22181518093912908
The Incremental Satisfiability Problem for a Two Conjunctive Normal Form.,0.22177089584300605
Coalgebraic Minimization of Automata by Initiality and Finality.,0.22161781904129357
Can recursive neural tensor networks learn logical reasoning?,0.22161066792873552
Improving Policy Gradient Estimates with Influence Information.,0.2214865473378203
Classical Realizability in the CPS Target Language.,0.22142634637978462
"QRB, QFS, and the Probabilistic Powerdomain.",0.22115472667305
Robust Bayesian Matrix Factorisation.,0.22088546503919926
Logic of Negation-Complete Interactive Proofs (Formal Theory of Epistemic Deciders).,0.22086602377859427
"The Power of Writing, a Pebble Hierarchy and a Narrative for the Teaching of Automata Theory.",0.2208152413488041
Correlated Information: A Logic for Multi-Partite Quantum Systems.,0.22075990308299615
Fuzzy Set Abstraction.,0.22050776712236086
Dioids for Computational Effects.,0.22046949554605913
Iterated Covariant Powerset is not a Monad.,0.22046741671486875
From Cut-free Calculi to Automated Deduction: The Case of Bounded Contraction.,0.2204643603588785
Towards the Design of Complex Evolving Networks with High Robustness and Resilience.,0.22030603021678632
CorrLog: Correlated Logistic Models for Joint Prediction of Multiple Labels.,0.21997323074842307
"Distributed Learning, Communication Complexity and Privacy.",0.2198092464973419
"Erratum to ""Modifier Adaptation methodology based on transient and static measurements for RTO to cope with structural uncertainty"" [Comput. Chem. Eng. 106 (2017) 480-500].",0.21978373015104594
Low rank continuous-space graphical models.,0.21963236942574882
Dimension Reduction of Large Sparse AND-NOT Network Models.,0.2196111604732995
Two-way Parallel Class Expression Learning.,0.21958754549310086
Deductive Argumentation by Enhanced Sequent Calculi and Dynamic Derivations.,0.2195111361368863
Formalization and Verification of REST on HTTP Using CSP.,0.21947547280393095
On Fair Cost Facility Location Games with Non-singleton Players.,0.2194349583759581
Optimizing the inventorying and distribution of chemical fluids: An innovative nested column generation approach.,0.21931496146138826
Translating Controlled Graph Grammars to Ordinary Graph Grammars.,0.21927665915077602
Yoneda Completion via a DCPO Completion of its Poset of Formal Balls.,0.21925802454239876
The return of AdaBoost.MH: multi-class Hamming trees.,0.21917369980275786
Exploiting Unrelated Tasks in Multi-Task Learning.,0.21909897609805462
Machine Learning Markets.,0.21905000067466415
On distinguishability criteria for estimating generative models,0.21904793364981207
Steps in Modular Specifications for Concurrent Modules (Invited Tutorial Paper).,0.21902335762739675
Lightning-speed Structure Learning of Nonlinear Continuous Networks.,0.21891832456649257
PostHat and All That: Automating Abstract Interpretation.,0.21888214954169496
An Interpretation of CCS into Ludics.,0.21870454527802097
Asymptotic Behavior and Performance Constraints of Replication Policies.,0.2183800924806055
Distributed Probabilistic and Quantum Strategies.,0.2182138132833651
Generalized Scott Topology on Sets with Families of Pre-orders.,0.218166948970063
Calculation of Invariants Assertions.,0.2181572798846117
Bound Analysis for Whiley Programs.,0.21805069834527316
Multi-focused Proofs with Different Polarity Assignments.,0.21788602779254176
A trust region-based two phase algorithm for constrained black-box and grey-box optimization with infeasible initial point.,0.2177989391496751
Interpretations on Quantum Fuzzy Computing: Intuitionistic Fuzzy Operations × Quantum Operators.,0.2174038926535166
A Compressed Suffix Tree Based Implementation With Low Peak Memory Usage.,0.2172457023219319
"Survivability Evaluation of Gas, Water and Electricity Infrastructures.",0.21709228475604228
Improved method to converge pressure equalization steps when simulating a cyclic adsorption process.,0.21694945510457417
Approximate Relational Hoare Logic for Continuous Random Samplings.,0.21694426433143185
An Abstract Domain to Infer Symbolic Ranges over Nonnegative Parameters.,0.21687130921463793
GPU Parallel Visibility Algorithm for a Set of Segments Using Merge Path.,0.2166727152142075
Constraining Cycle Alternations in Model Checking for Interval Temporal Logic.,0.21661005704591513
Conditional Monte Carlo With Intermediate Estimations for Simulation of Markovian Systems.,0.2164027082808299
Non-deterministic Semantics in Polynomial Format.,0.2163703615992068
On Continuous Nondeterminism and State Minimality.,0.21619247071778472
A study of periodic operation in bioprocess systems: Internal and external oscillations.,0.21618838183793196
Semi-automated Tool Recommender for Software Development Processes.,0.2157745760710739
Policy Iteration in Finite Templates Domain.,0.2156239989696981
Transformation of a PID Controller for Numerical Accuracy.,0.21548397495474403
Unbounded Recursion and Non-size-increasing Functions.,0.21525224249228875
Videoconference System Based on WebRTC With Access to the PSTN.,0.21524574197378296
Complete Elgot Monads and Coalgebraic Resumptions.,0.21518937150339174
Static Analysis of Embedded Real-Time Concurrent Software with Dynamic Priorities.,0.21514380469549385
An Imperative Pure Calculus.,0.2148730610735907
Formal Meta-level Analysis Framework for Quantum Programming Languages.,0.21484052774095894
Missing Information Impediments to Learnability.,0.214828978049289
On Bayesian Upper Confidence Bounds for Bandit Problems.,0.21477102219370792
Heat exchanger network synthesis using genetic algorithm and differential evolution.,0.21476283971551025
Theorem-Proving Analysis of Digital Control Logic Interacting with Continuous Dynamics.,0.21464265843698804
Asymptotic Theory for Linear-Chain Conditional Random Fields.,0.21444090003691726
Parameter and state estimation of an agro-hydrological system based on system observability analysis.,0.2144322929694085
A Note on Finitely Derived Information Systems.,0.21442545565283913
Investigating the Cost of Transfer Delay on the Performance of Security in Cloud Computing.,0.2142458641395788
"Progressive Modeling: The Process, the Principles, and the Applications.",0.21416157750843168
Monitoring Bounded LTL Properties Using Interval Analysis.,0.21400850445167444
On Concurrent Games with Payoff.,0.21400780981980597
Towards Multi-Level Semantics for Multi-Agent Systems.,0.2139366786581792
On Regular Paths with Counting and Data Tests.,0.21391744489035577
Scalable Personalization of Long-Term Physiological Monitoring: Active Learning Methodologies for Epileptic Seizure Onset Detection.,0.21389470360372806
Proving Correctness of a Compiler Using Step-indexed Logical Relations.,0.2136976274198829
Multi-Stage Classifier Design.,0.21359070061151053
A Domain-Theoretic Model Of Nominally-Typed Object-Oriented Programming.,0.21351722013642224
Bifibrational Functorial Semantics of Parametric Polymorphism.,0.21345057348328444
An Algebraic Approach for Inferring and Using Symmetries in Rule-based Models.,0.21335929356328587
On the Representation of Semigroups and Other Congruences in the Lambda Calculus.,0.2133470228584687
Automatic Discovery and Optimization of Parts for Image Classification.,0.21323114045424588
Conditioning in Probabilistic Programming.,0.21317062315684976
A Socio-Technical Perspective on Interdisciplinary Interactions During the Development of Complex Engineered Systems.,0.2131073721194933
Feature Selection using Multiple Streams.,0.2130761738395021
HyLaGI: Symbolic Implementation of a Hybrid Constraint Language HydLa.,0.2130092578742629
Alpha-Structural Induction and Recursion for the Lambda Calculus in Constructive Type Theory.,0.21300286899799273
Global optimisation of multi-plant manganese alloy production.,0.2129778395925482
Divergences and Risks for Multiclass Experiments.,0.21236078009687726
Stupid is as Stupid Does: Taking the Square Root of the Square of a Floating-Point Number.,0.21212563496109443
Employing The Complete Face in AVSR to Recover from Facial Occlusions.,0.21210282208956047
Domain Theory its Ramifications and Interactions.,0.21203015617421056
Estimating Diffusion Probability Changes for AsIC-SIS Model.,0.21175963117502503
Differentially Private Online Learning.,0.21169663675764502
"Toward a Noncommutative Arithmetic-geometric Mean Inequality: Conjectures, Case-studies, and Consequences.",0.21162545243383124
Into the Square: On the Complexity of Some Quadratic-time Solvable Problems.,0.21154773182625183
Dynamic Epistemic Logic with Communication Actions.,0.21140715499857368
An Approach to Generating Test Data for EFSM Paths Considering Condition Coverage.,0.21138974342228722
Attacking a Feedback Controller.,0.21105157912507208
Hybrid and Subexponential Linear Logics.,0.21082897443594223
Coalgebras for Fuzzy Transition Systems.,0.21064687398938828
Compact Representation of Photosynthesis Dynamics by Rule-based Models.,0.21040110051918215
A Holistic Resource Management for Graphics Processing Units in Cloud Computing.,0.21022445304485568
Computing the Clique-width of Cactus Graphs.,0.21020480392913374
Future directions in learning to rank.,0.21005160454269892
Checking Overlaps of Nominal Rewriting Rules.,0.20971249566567776
The Goldilocks Principle: Reading Children's Books with Explicit Memory Representations.,0.20959310056139813
Continuity of Gödel's System T Definable Functionals via Effectful Forcing.,0.20952283876461
Efficient Visual Coding: From Retina To V2.,0.20922812566405516
"Commentary on ""The Optimality of Jeffreys Prior for Online Density Estimation and the Asymptotic Normality of Maximum Likelihood Estimators"".",0.20918721940642465
Elements for a Formal Model of Intentional Systems.,0.20917931412530247
On the Largest Cartesian Closed Category of Stable Domains.,0.2091380568166823
Speeding Up Syntactic Learning Using Contextual Information.,0.20896742089889506
Bicategorical Semantics for Nondeterministic Computation.,0.20885793319087623
A Formalisation of Nominal C-Matching through Unification with Protected Variables.,0.2088460826388672
Large-scale DAE-constrained optimization applied to a modified spouted bed reactor for ethylene production from methane.,0.20858208270210127
Error Analysis of Laplacian Eigenmaps for Semi-supervised Learning.,0.2084872760076067
Clusterability: A Theoretical Study.,0.20835747361202672
Learning Factored Representations in a Deep Mixture of Experts.,0.20808088804833869
Proof Certificates for Equality Reasoning.,0.20740809612480196
Learning of Bi-ω Languages from Factors.,0.20739788233075368
Biochemical Space: A Framework for Systemic Annotation of Biological Models.,0.20734466431030074
Minimax Algorithm for Learning Rotations.,0.20725687130779558
Optimization of cellulose hydrolysis in a non-ideally mixed reactors.,0.20723075145236203
Abstract Similarity Analysis.,0.20722478414520262
A Categorical Theory of Patches.,0.2069503529783714
The Sequent Calculus of Skew Monoidal Categories.,0.20691684205653602
The Impact of Profit Uncertainty on Miner Decisions in Blockchain Systems.,0.20689456549637006
Normalization by Evaluation and Algebraic Effects.,0.20677973641628122
Testing Applicability of Virtual Stochastic Sensors for Non-Intrusive Appliance Load Monitoring.,0.20671926817091485
Sensitivity analysis techniques for the optimal system design of forward osmosis in organic acid recovery.,0.2065475492009109
Formalization of Universal Algebra in Agda.,0.2063918120283522
Finding Optimal Timetables for Edinburgh Bus Routes.,0.20583694744592315
Development of a Smart Grid Simulation Environment.,0.20581935580978594
Defining Stage Argumentation Semantics in Terms of an Abducible Semantics.,0.20580084617924377
Reachability Analysis via Orthogonal Sets of Patterns.,0.20579917923003704
Transfer Learning by Kernel Meta-Learning.,0.20569777308550136
Synchronous Robots vs Asynchronous Lights-Enhanced Robots on Graphs.,0.20566532229948487
Automated reaction generation for polymer networks.,0.2056287137503186
Actor-Mimic: Deep Multitask and Transfer Reinforcement Learning.,0.20551441254286099
Probabilistic acoustic tube: a probabilistic generative model of speech for speech analysis/synthesis.,0.20542656446682384
Stochastic Pruning and Its Application for Fast Estimation of the Expected Total Output of Complex Systems.,0.2052107773804911
Machine-checked Proof of the Church-Rosser Theorem for the Lambda Calculus Using the Barendregt Variable Convention in Constructive Type Theory.,0.20517259992627
Efficient Constraint/Generator Removal from Double Description of Polyhedra.,0.2050796851759918
A Case Study in Inspecting the Cost of Security in Cloud Computing.,0.2050635318669258
Nominal Lambda Calculus: An Internal Language for FM-Cartesian Closed Categories.,0.2049981252221994
On Subset Families That Form a Continuous Lattice.,0.20476231327673822
Metric Dimension: from Graphs to Oriented Graphs.,0.20475092396613162
Power Management Policy for Heterogeneous Data Center Based on Histogram and Discrete-Time MDP.,0.20463110412388674
Failure Analysis Modelling in an Infrastructure as a Service (Iaas) Environment.,0.20460178206380658
Monads for Behaviour.,0.20460093718374378
Performance of a Second Order Electrostatic Particle-in-Cell Algorithm on Modern Many-Core Architectures.,0.20441466100511269
Global optimization algorithm for multi-period design and planning of centralized and distributed manufacturing networks.,0.20438705970699836
Categorical Models of the Differential λ-Calculus Revisited.,0.20437965348085954
Representation of Partial Traces.,0.20434160667794288
On the Canonical Representation of Order 3 Discrete Phase Type Distributions.,0.20406303960725347
The Geodesic Classification Problem on Graphs.,0.20400886024614914
An Augmented Reality Prototype for supporting IoT-based Educational Activities for Energy-efficient School Buildings.,0.20369542572417515
Partial Traces on Additive Categories.,0.20368177903993612
On Distinguishing Sets of Structures by First-Order Sentences of Minimal Quantifier Rank.,0.2035894761138114
Type Soundness for Path Polymorphism.,0.20357034893365902
Approximate inference for the loss-calibrated Bayesian.,0.20348032685812803
Epistemic Logics with Structured Knowledge.,0.20346796517768354
Reprint of: Big data approach to batch process monitoring: Simultaneous fault detection and diagnosis using nonlinear support vector machine-based feature selection.,0.20328955013621094
Dynamic assessment of control room operator's cognitive workload using Electroencephalography (EEG).,0.20315912973581898
A Framework for Developing Stand-Alone Certifiers.,0.20313447224586723
The Polarized λ-calculus.,0.20305391258460334
Advances in clean and low-carbon power generation planning.,0.2030414287618714
Exploiting Gamification to Improve Eco-driving Behaviour: The GamECAR Approach.,0.203030079685767
Higher Dimensional Categories: Induction on Extensivity.,0.20300924721283298
Optimal design of aging systems: A-frame coolers design under fouling.,0.20300761696481603
"Chromar, a Rule-based Language of Parameterised Objects.",0.20273369436028105
How to Think of Intersection Types as Cartesian Products.,0.20254342658599145
A Game Semantics of Concurrent Separation Logic.,0.20245241935229347
Interactive Behaviour Between the Dynamic Arrival Process of Complex Traffic Source and a Bottleneck Queue.,0.20224794638126295
Formal Attributes Traceability in Modular Language Development Frameworks.,0.20192844241741595
Design of bio-oil additives via computer-aided molecular design tools and phase stability analysis on final blends.,0.20182393943936697
A Cartesian Closed Category of Domains with Almost Algebraic Bases.,0.20182383408615606
Numerically-aided Deductive Safety Proof for a Powertrain Control System.,0.2017168476880819
Counting Sparse k-edge-connected Hypergraphs with Given Number of Vertices and Edges.,0.20162505006687553
Global optimization of grey-box computational systems using surrogate functions and application to highly constrained oil-field operations.,0.20158844988618937
Completely Precontinuous Posets.,0.20158774279265101
Reducing Complex CSP Models to Traces via Priority.,0.20154431444876622
Development of a plant-wide Dimethyl Oxalate (DMO) synthesis process from syngas: Rigorous design and optimization.,0.20140911485183421
Model-Theoretic Conservative Extension for Definitional Theories.,0.20134227428027834
Integrating operations and control: A perspective and roadmap for future research.,0.2013115980004722
A Model of Guarded Recursion With Clock Synchronisation.,0.201279731290903
Locality Preserving Feature Learning.,0.2012751367938847
Complete Axiomatization for the Total Variation Distance of Markov Chains.,0.20123883250154176
Robustness of f- and g-generated Fuzzy (Co)Implications: The Yager's (Co)Implication Case Study.,0.20118659689405252
Composition Colored Petri Nets for the Refinement of Reaction-based Models.,0.20114498654011662
Memory Consumption Analysis for a Functional and Imperative Language.,0.20111091005636125
Reversible Monadic Computing.,0.20101016392693433
Formal Biochemical Space with Semantics in Kappa and BNGL.,0.2009426495059126
Stochastic Transcription Elongation via Rule Based Modelling.,0.2008743190118979
On Necessary and Sufficient Conditions for Proto-cell Stationary Growth.,0.2007265942648795
Uniform Topological Spaces Based on BF-ideals in Negative Non-involutive Residuated Lattices.,0.20054196759574813
Bisimulation Maps in Presheaf Categories.,0.2005208366561263
Reconstruction from Anisotropic Random Measurements.,0.20039969557414158
Operational safety assessment of offshore pipeline with multiple MIC defects.,0.20037960985905784
Partial and Complete Processes in Multiparty Sessions.,0.20031927855628268
Healthiness Conditions for Predicate Transformers.,0.20023808553900654
Open Maps in Concrete Categories and Branching Bisimulation for Prefix Orders.,0.2001739594599476
Estimating technical efficiency of petroleum refineries using DEA and tobit model: An India perspective.,0.20011936350230988
Economics optimizing control of a multi-product reactive distillation process under model uncertainty.,0.20006868751845205
Clearing Restarting Automata and Grammatical Inference.,0.19990001114117778
Forecasting Passenger Loads in Transportation Networks.,0.1998657785100671
A Parameterized Floating-Point Formalizaton in HOL Light.,0.19959909378893967
A biologically-inspired approach for adaptive control of advanced energy systems.,0.19945047335376082
Case-based Reasoning for Web Service Discovery and Selection.,0.19927995169060883
Backbone Coloring of Graphs with Galaxy Backbones.,0.19911737073498298
Towards a Directed Homotopy Type Theory.,0.19906182693403526
Hierarchical Hybrid Logic.,0.19877668986616984
A Unified Perspective on Multi-Domain and Multi-Task Learning.,0.19873157361752167
The Decision Problem for a Three-sorted Fragment of Set Theory with Restricted Quantification and Finite Enumerations.,0.19869943208319318
Exploiting Bayesian Networks for the Analysis of Combined Attack Trees.,0.19837664825726664
Proving Soundness of Extensional Normal-Form Bisimilarities.,0.19825990848218444
Agent-oriented simulation framework for handling disruptions in chemical supply chains.,0.19825431027077337
Optimization-based global structural identifiability.,0.1980002914094868
Machine learning refinery sensor data to predict catalyst saturation levels.,0.19796864718614723
Model-based Evaluation of Scalability and Security Tradeoffs: a Case Study on a Multi-Service Platform.,0.19793491509671443
Adversarial Manipulation of Deep Representations.,0.19785000205738806
Some Applications of the Formalization of the Pumping Lemma for Context-Free Languages.,0.19771630733475862
Advances and opportunities in machine learning for process data analytics.,0.19754417385649148
Kripke-type Semantics for CG',0.19728008269586672
A Stone-type Duality Theorem for Separation Logic Via its Underlying Bunched Logics.,0.19726333808143295
Robust optimization for decision-making under endogenous uncertainty.,0.19679720050797864
Convex relaxations of componentwise convex functions.,0.19664864417706046
Dialogue Systems for Intelligent Human Computer Interactions.,0.19662791169715776
A study of model adaptation in iterative real-time optimization of processes with uncertainties.,0.196554558656538
A Branch-and-Price Algorithm for the Ring-Tree Facility Location Problem.,0.1964949415950803
On Three-Valued Acceptance Conditions of Abstract Dialectical Frameworks.,0.1962862223827442
Proper Multi-Type Display Calculi for Rough Algebras.,0.19627663937855655
Anti-Ramsey Threshold of Cycles for Sparse Graphs.,0.19624504922940159
Test Data Generation for Cyclic Executives with CBMC and Frama-C: A Case Study.,0.19621382977097673
Formal Verification of Health Assessment Tools: a Case Study.,0.19615595123988752
"Relational Graph Models, Taylor Expansion and Extensionality.",0.19610738647089238
Effectuses from Monads.,0.19607558703326428
A metric learning perspective of SVM: on the relation of LMNN and SVM.,0.19592577254047266
Data-driven identification of interpretable reduced-order models using sparse regression.,0.19584221714309338
